chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr1	117905	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117906	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117912	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117913	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117922	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117936	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117941	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117944	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117948	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117953	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117961	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117973	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117974	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117977	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117983	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117984	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117989	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117992	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117995	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118002	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118007	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118009	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118011	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118018	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118027	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118283	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118285	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118287	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118288	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118297	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118310	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118311	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118314	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118325	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118330	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118331	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118338	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118342	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118347	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118349	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118352	+	CHG	1.000	1.00	1	1	0	0	0.207	1.000
chr1	118353	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118356	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118359	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118366	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118367	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118372	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118373	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118374	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118383	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118384	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118387	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118390	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118396	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118404	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118410	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118411	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118416	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118423	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118427	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118585	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	118612	-	CG	0.000	3.00	0	3	0	0	0.000	0.562
chr1	118613	-	CHG	0.000	3.00	0	3	0	0	0.000	0.562
chr1	118618	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118620	-	CHH	0.250	4.00	1	4	0	0	0.046	0.699
chr1	118630	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118632	-	CG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118633	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118635	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118636	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118638	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118641	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118647	-	CG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118649	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118652	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118666	-	CG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118668	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118671	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118674	-	CG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118675	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	118678	-	CHG	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	118687	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	118692	-	CG	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	118710	-	CG	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	118711	-	CHG	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	118718	-	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	118720	-	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	118722	-	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	118723	+	CG	0.000	1.00	0	1	5	5	0.000	0.793
chr1	118724	-	CG	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	118726	-	CHH	0.200	5.00	1	5	1	1	0.036	0.624
chr1	118730	-	CHH	0.400	5.00	2	5	2	2	0.118	0.769
chr1	118736	+	CHH	0.500	2.00	1	2	4	4	0.095	0.905
chr1	118746	-	CHH	0.500	4.00	2	4	2	2	0.150	0.850
chr1	118747	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	118748	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	118756	+	CHH	0.500	2.00	1	2	4	4	0.095	0.905
chr1	118762	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	118767	+	CHH	0.500	2.00	1	2	3	3	0.095	0.905
chr1	118768	+	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	118771	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	118776	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	118778	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	118781	+	CHG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	118783	-	CHG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	118784	+	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	118785	-	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	118786	-	CHG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	118793	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	118797	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	118800	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	118804	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	118811	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	118822	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	118823	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	118826	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	118828	+	CHG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	118830	-	CHG	0.000	4.00	0	4	3	3	0.000	0.490
chr1	118832	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	118837	+	CHG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	118839	-	CHG	0.000	4.00	0	4	3	3	0.000	0.490
chr1	118845	+	CHG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	118847	-	CHG	0.000	4.00	0	4	3	3	0.000	0.490
chr1	118849	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	118850	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	118853	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	118854	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	118857	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	118859	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	118862	+	CG	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	118863	-	CG	0.000	4.00	0	4	6	6	0.000	0.490
chr1	118865	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	118873	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118884	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118888	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118894	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118895	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118903	+	CHG	0.000	7.00	0	7	3	3	0.000	0.354
chr1	118905	-	CHG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	118910	+	CG	0.000	4.00	0	4	2	2	0.000	0.490
chr1	118911	-	CG	0.000	2.00	0	2	7	7	0.000	0.658
chr1	118917	+	CHH	0.000	7.00	0	7	3	3	0.000	0.354
chr1	118921	-	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	118922	-	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	118923	-	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	118924	+	CHG	0.000	8.00	0	8	2	2	0.000	0.324
chr1	118926	-	CHG	0.000	1.00	0	1	5	5	0.000	0.793
chr1	118929	-	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	118937	-	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	118939	-	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	118942	-	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	118943	-	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	118945	-	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	118948	-	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	118954	+	CHG	0.000	7.00	0	7	2	2	0.000	0.354
chr1	118956	-	CHG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	118958	+	CHH	0.000	7.00	0	7	2	2	0.000	0.354
chr1	118964	+	CG	0.000	7.00	0	7	3	3	0.000	0.354
chr1	118965	-	CG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	118968	-	CHH	0.000	3.00	0	3	7	7	0.000	0.562
chr1	118972	+	CHG	0.000	7.00	0	7	3	3	0.000	0.354
chr1	118974	-	CHG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	118975	+	CG	0.000	7.00	0	7	3	3	0.000	0.354
chr1	118976	-	CG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	118977	+	CG	0.000	7.00	0	7	4	4	0.000	0.354
chr1	118978	-	CG	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118981	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118985	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	118987	-	CHH	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	118989	+	CHG	0.000	7.00	0	7	5	5	0.000	0.354
chr1	118991	-	CHG	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	118993	-	CHH	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	118994	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	118996	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	118997	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	119003	+	CHH	0.000	4.80	0	6	4	5	0.000	0.445
chr1	119007	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	119009	+	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	119010	+	CHG	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	119012	-	CHG	0.000	6.00	0	6	6	6	0.000	0.390
chr1	119013	+	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	119016	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	119017	+	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	119019	+	CHG	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	119021	-	CHG	0.000	6.00	0	6	4	4	0.000	0.390
chr1	119026	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	119029	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	119038	+	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	119039	+	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	119042	-	CHH	0.000	6.00	0	6	3	3	0.000	0.390
chr1	119051	+	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	119054	-	CHH	0.000	6.00	0	6	3	3	0.000	0.390
chr1	119055	+	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	119057	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	119064	-	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	119065	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	119075	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119078	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119084	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119086	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119087	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119094	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119098	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119103	+	CG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119104	-	CG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119106	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119111	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119114	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119116	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119117	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119121	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119123	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119125	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119128	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119133	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119137	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	119141	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	119144	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	119148	+	CG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	119149	-	CG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	119154	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	119156	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	119164	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119165	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119166	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119168	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119170	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119172	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119174	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119177	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119178	+	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119180	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	119183	+	CHH	0.000	0.50	0	1	1	2	0.000	0.885
chr1	119187	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	119192	-	CHH	0.167	6.00	1	6	1	1	0.030	0.564
chr1	119193	+	CHH	0.000	1.00	0	1	6	6	0.000	0.793
chr1	119197	-	CHH	0.000	6.00	0	6	1	1	0.000	0.390
chr1	119200	-	CHH	0.000	6.00	0	6	1	1	0.000	0.390
chr1	119201	-	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	119202	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	119207	+	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	119210	-	CHH	0.000	8.00	0	8	2	2	0.000	0.324
chr1	119212	-	CHH	0.000	8.00	0	8	2	2	0.000	0.324
chr1	119217	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	119221	-	CHH	0.000	8.00	0	8	2	2	0.000	0.324
chr1	119222	+	CHG	0.000	2.00	0	2	8	8	0.000	0.658
chr1	119224	-	CHG	0.000	8.00	0	8	2	2	0.000	0.324
chr1	119228	+	CHG	0.000	2.00	0	2	9	9	0.000	0.658
chr1	119230	-	CHG	0.111	9.00	1	9	2	2	0.020	0.435
chr1	119232	-	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	119235	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	119237	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	119240	-	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	119242	+	CHH	0.000	2.00	0	2	10	10	0.000	0.658
chr1	119245	-	CHH	0.000	10.00	0	10	2	2	-0.000	0.278
chr1	119248	+	CHH	0.000	2.00	0	2	10	10	0.000	0.658
chr1	119251	+	CHH	0.000	2.00	0	2	10	10	0.000	0.658
chr1	119256	-	CHH	0.000	10.00	0	10	2	2	-0.000	0.278
chr1	119257	+	CG	0.000	2.00	0	2	10	10	0.000	0.658
chr1	119258	-	CG	0.000	10.00	0	10	2	2	-0.000	0.278
chr1	119259	-	CHG	0.000	10.00	0	10	2	2	-0.000	0.278
chr1	119265	+	CHH	0.000	3.00	0	3	10	10	0.000	0.562
chr1	119268	-	CHH	0.111	9.00	1	9	3	3	0.020	0.435
chr1	119272	+	CG	0.000	3.00	0	3	10	10	0.000	0.562
chr1	119273	-	CG	0.200	10.00	2	10	3	3	0.057	0.510
chr1	119279	+	CHH	0.000	3.00	0	3	10	10	0.000	0.562
chr1	119282	+	CHH	0.000	3.00	0	3	10	10	0.000	0.562
chr1	119284	+	CHH	0.000	2.75	0	3	11	12	0.000	0.583
chr1	119287	-	CHH	0.167	12.00	2	12	3	3	0.047	0.448
chr1	119297	-	CHH	0.083	12.00	1	12	3	3	0.015	0.354
chr1	119302	-	CHH	0.083	12.00	1	12	3	3	0.015	0.354
chr1	119305	-	CHH	0.083	12.00	1	12	3	3	0.015	0.354
chr1	119309	-	CHH	0.083	12.00	1	12	3	3	0.015	0.354
chr1	119313	-	CHH	0.083	12.00	1	12	3	3	0.015	0.354
chr1	119321	+	CHH	0.000	3.00	0	3	12	12	0.000	0.562
chr1	119328	-	CHH	0.182	11.00	2	11	3	3	0.051	0.477
chr1	119336	+	CHH	0.000	4.00	0	4	10	10	0.000	0.490
chr1	119339	+	CHH	0.000	4.00	0	4	8	8	0.000	0.490
chr1	119344	+	CG	0.000	4.00	0	4	7	7	0.000	0.490
chr1	119345	-	CG	0.000	5.60	0	7	4	5	-0.000	0.407
chr1	119349	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	119351	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	119353	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	119354	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	119363	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	119364	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	119369	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	119379	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119380	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119381	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	119383	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	119393	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119403	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119406	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119408	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119410	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	119415	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119416	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119418	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119421	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119427	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	119428	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119431	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119432	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	119433	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119437	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119438	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119439	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119442	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119445	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119446	+	CG	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119447	-	CG	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119449	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119451	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119453	+	CHG	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119454	+	CG	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119455	-	CG	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119457	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119458	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119461	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119464	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119465	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119467	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119468	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119471	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	119473	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119476	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119477	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	119479	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	119482	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119483	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119485	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119487	+	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	119488	+	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	119489	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119490	+	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	119491	+	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	119492	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119493	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119495	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119497	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119500	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119502	+	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119503	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119504	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	119506	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119507	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119509	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119512	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119517	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119518	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119520	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119521	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119524	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119528	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119571	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119588	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119589	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119607	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119636	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119639	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119643	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119652	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119662	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119679	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119681	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119690	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119691	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119697	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119699	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119700	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119707	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	119726	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119727	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119739	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119743	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	119748	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
